Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2026-12/2026,2026,PACE,Stanislaus,Golden Valley Health Centers,Golden Valley Health Centers,Full-Dual - UIS Federal,181.81,191.34,201.69,208.85
01/2026-12/2026,2026,PACE,Stanislaus,Golden Valley Health Centers,Golden Valley Health Centers,Non-Dual - UIS Federal,1157.35,1218.85,1285.74,1278.04
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,5499.53,5785.09,6095.57,6001.23
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,7296.29,7679.95,8097.18,10056.91
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - SIS,5669.62,5964.01,6284.09,6186.83
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - SIS,8291.24,8727.21,9201.34,11428.31
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,170.09,178.92,188.52,185.61
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,994.95,1047.27,1104.16,1371.4
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,5499.53,5785.09,6095.57,6001.23
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,7296.29,7679.95,8097.18,10056.91
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - SIS,5669.62,5964.01,6284.09,6186.83
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - SIS,8291.24,8727.21,9201.34,11428.31
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,170.09,178.92,188.52,185.61
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,994.95,1047.27,1104.16,1371.4
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS State-Only,6367.03,6701.71,7065.67,10348.99
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS State-Only,6538.04,6885.95,7264.35,11820.72
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - SIS,6563.95,6908.98,7284.19,10669.06
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - SIS,7429.6,7824.94,8254.94,13432.64
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS Federal,196.92,207.27,218.53,320.07
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS Federal,891.55,938.99,990.59,1611.92
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS State-Only,7134.03,7509.26,7917.32,7958.6
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS State-Only,7454.29,7850.77,8282.0,9921.76
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - SIS,7354.67,7741.51,8162.19,8204.74
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - SIS,8470.78,8921.33,9411.36,11274.73
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Full-Dual - UIS Federal,220.64,232.25,244.87,246.14
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),North East Medical Services (NEMS),Non-Dual - UIS Federal,1016.49,1070.56,1129.36,1352.97
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,7145.76,7518.64,7924.11,7897.34
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,7668.24,8075.09,8517.6,10714.26
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,7366.76,7751.18,8169.18,8141.59
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,8713.91,9176.24,9679.09,12175.3
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federal,221.0,232.54,245.08,244.25
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federal,1045.67,1101.15,1161.49,1461.04
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,10147.21,10665.67,11229.26,10348.99
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,9589.65,10095.24,10645.09,11820.72
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,10461.05,10995.53,11576.56,10669.06
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,10897.33,11471.86,12096.69,13432.64
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federal,313.83,329.87,347.3,320.07
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federal,1307.68,1376.62,1451.6,1611.92
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,7557.79,7951.87,8380.39,7958.6
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,7321.2,7709.56,8131.95,9921.76
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,7791.53,8197.81,8639.58,8204.74
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,8319.55,8760.87,9240.85,11274.73
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federal,233.75,245.93,259.19,246.14
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federal,998.35,1051.3,1108.9,1352.97
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,6529.24,6872.55,7245.89,7133.89
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6794.87,7156.27,7549.34,11765.76
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - SIS,6731.17,7085.1,7469.99,7354.52
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - SIS,7721.45,8132.12,8578.8,13370.18
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - UIS Federal,201.94,212.55,224.1,220.64
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - UIS Federal,926.57,975.85,1029.46,1604.42
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,6529.24,6872.55,7245.89,7133.89
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6794.87,7156.27,7549.34,11765.76
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - SIS,6731.17,7085.1,7469.99,7354.52
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - SIS,7721.45,8132.12,8578.8,13370.18
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - UIS Federal,201.94,212.55,224.1,220.64
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - UIS Federal,926.57,975.85,1029.46,1604.42
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,6529.24,6872.55,7245.89,7133.89
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6794.87,7156.27,7549.34,11765.76
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - SIS,6731.17,7085.1,7469.99,7354.52
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - SIS,7721.45,8132.12,8578.8,13370.18
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - UIS Federal,201.94,212.55,224.1,220.64
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - UIS Federal,926.57,975.85,1029.46,1604.42
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - UIS State-Only,5213.03,5485.34,5781.45,6119.96
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Non-Dual - UIS State-Only,7903.03,8320.87,8775.3,9528.69
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - SIS,5374.26,5654.99,5960.26,6309.24
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Non-Dual - SIS,8980.72,9455.54,9971.93,10828.06
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - UIS Federal,161.23,169.65,178.81,189.28
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Non-Dual - UIS Federal,1077.69,1134.66,1196.63,1299.37
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Full-Dual - UIS State-Only,7009.82,7369.69,7760.93,7266.1
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Non-Dual - UIS State-Only,8309.9,8749.91,9228.46,9524.48
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Full-Dual - SIS,7226.62,7597.62,8000.96,7490.82
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Non-Dual - SIS,9443.07,9943.08,10486.88,10823.28
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Full-Dual - UIS Federal,216.8,227.93,240.03,224.72
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Sutter Valley Hospitals,Non-Dual - UIS Federal,1133.17,1193.17,1258.43,1298.79
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,AgeWell PACE,Full-Dual - UIS State-Only,6311.07,6642.91,7003.78,7133.89
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,AgeWell PACE,Non-Dual - UIS State-Only,6567.83,6917.15,7297.09,11765.76
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,AgeWell PACE,Full-Dual - SIS,6506.26,6848.36,7220.39,7354.52
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,AgeWell PACE,Non-Dual - SIS,7463.44,7860.4,8292.14,13370.18
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,AgeWell PACE,Full-Dual - UIS Federal,195.19,205.45,216.61,220.64
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,AgeWell PACE,Non-Dual - UIS Federal,895.61,943.25,995.06,1604.42
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,AgeWell PACE,Full-Dual - UIS State-Only,6311.07,6642.91,7003.78,7133.89
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,AgeWell PACE,Non-Dual - UIS State-Only,6567.83,6917.15,7297.09,11765.76
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,AgeWell PACE,Full-Dual - SIS,6506.26,6848.36,7220.39,7354.52
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,AgeWell PACE,Non-Dual - SIS,7463.44,7860.4,8292.14,13370.18
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,AgeWell PACE,Full-Dual - UIS Federal,195.19,205.45,216.61,220.64
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,AgeWell PACE,Non-Dual - UIS Federal,895.61,943.25,995.06,1604.42
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,WelbeHealth Bay Area,Full-Dual - UIS State-Only,6996.45,7364.31,7764.37,7815.95
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,WelbeHealth Bay Area,Non-Dual - UIS State-Only,7297.97,7686.07,8108.18,10561.58
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,WelbeHealth Bay Area,Full-Dual - SIS,7212.83,7592.08,8004.5,8057.68
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,WelbeHealth Bay Area,Non-Dual - SIS,8293.15,8734.17,9213.84,12001.8
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,WelbeHealth Bay Area,Full-Dual - UIS Federal,216.38,227.76,240.14,241.73
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,WelbeHealth Bay Area,Non-Dual - UIS Federal,995.18,1048.1,1105.66,1440.22
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,WelbeHealth Bay Area,Full-Dual - UIS State-Only,6996.45,7364.31,7764.37,7815.95
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,WelbeHealth Bay Area,Non-Dual - UIS State-Only,7297.97,7686.07,8108.18,10561.58
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,WelbeHealth Bay Area,Full-Dual - SIS,7212.83,7592.08,8004.5,8057.68
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,WelbeHealth Bay Area,Non-Dual - SIS,8293.15,8734.17,9213.84,12001.8
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,WelbeHealth Bay Area,Full-Dual - UIS Federal,216.38,227.76,240.14,241.73
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,WelbeHealth Bay Area,Non-Dual - UIS Federal,995.18,1048.1,1105.66,1440.22
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Loma Linda University Health,Full-Dual - UIS State-Only,5259.53,5532.46,5829.21,6001.23
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Loma Linda University Health,Non-Dual - UIS State-Only,6918.82,7282.5,7678.0,10056.91
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Loma Linda University Health,Full-Dual - SIS,5422.2,5703.56,6009.49,6186.83
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Loma Linda University Health,Non-Dual - SIS,7862.29,8275.57,8725.0,11428.31
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Loma Linda University Health,Full-Dual - UIS Federal,162.67,171.11,180.28,185.61
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Loma Linda University Health,Non-Dual - UIS Federal,943.48,993.07,1047.0,1371.4
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Loma Linda University Health,Full-Dual - UIS State-Only,5259.53,5532.46,5829.21,6001.23
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Loma Linda University Health,Non-Dual - UIS State-Only,6918.82,7282.5,7678.0,10056.91
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Loma Linda University Health,Full-Dual - SIS,5422.2,5703.56,6009.49,6186.83
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Loma Linda University Health,Non-Dual - SIS,7862.29,8275.57,8725.0,11428.31
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Loma Linda University Health,Full-Dual - UIS Federal,162.67,171.11,180.28,185.61
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Loma Linda University Health,Non-Dual - UIS Federal,943.48,993.07,1047.0,1371.4
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Valley PACE,Full-Dual - UIS State-Only,5150.68,5417.64,5707.9,6119.08
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Valley PACE,Non-Dual - UIS State-Only,6750.13,7104.62,7490.11,8369.02
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Valley PACE,Full-Dual - SIS,5309.98,5585.19,5884.43,6308.33
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Valley PACE,Non-Dual - SIS,7670.61,8073.43,8511.49,9510.25
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Valley PACE,Full-Dual - UIS Federal,159.3,167.56,176.53,189.25
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Valley PACE,Non-Dual - UIS Federal,920.47,968.81,1021.38,1141.23
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Valley PACE,Full-Dual - UIS State-Only,5150.68,5417.64,5707.9,6119.08
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Valley PACE,Non-Dual - UIS State-Only,6750.13,7104.62,7490.11,8369.02
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Valley PACE,Full-Dual - SIS,5309.98,5585.19,5884.43,6308.33
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Valley PACE,Non-Dual - SIS,7670.61,8073.43,8511.49,9510.25
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Valley PACE,Full-Dual - UIS Federal,159.3,167.56,176.53,189.25
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Valley PACE,Non-Dual - UIS Federal,920.47,968.81,1021.38,1141.23
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Full-Dual - UIS State-Only,5337.35,5614.31,5915.45,6001.23
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Non-Dual - UIS State-Only,7021.19,7390.25,7791.6,10056.91
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Full-Dual - SIS,5502.42,5787.95,6098.41,6186.83
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Non-Dual - SIS,7978.62,8398.01,8854.09,11428.31
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Full-Dual - UIS Federal,165.07,173.64,182.95,185.61
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Non-Dual - UIS Federal,957.43,1007.76,1062.49,1371.4
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Full-Dual - UIS State-Only,5337.35,5614.31,5915.45,6001.23
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Non-Dual - UIS State-Only,7021.19,7390.25,7791.6,10056.91
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Full-Dual - SIS,5502.42,5787.95,6098.41,6186.83
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Non-Dual - SIS,7978.62,8398.01,8854.09,11428.31
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Full-Dual - UIS Federal,165.07,173.64,182.95,185.61
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,WelbeHealth Inland Empire PACE,Non-Dual - UIS Federal,957.43,1007.76,1062.49,1371.4
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Full-Dual - UIS State-Only,5177.92,5446.36,5738.24,6024.13
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Non-Dual - UIS State-Only,6791.92,7148.66,7536.61,8454.71
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Full-Dual - SIS,5338.06,5614.81,5915.71,6210.44
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Non-Dual - SIS,7718.09,8123.48,8564.33,9607.63
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Full-Dual - UIS Federal,160.14,168.44,177.47,186.31
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Non-Dual - UIS Federal,926.17,974.82,1027.72,1152.92
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Full-Dual - UIS State-Only,5177.92,5446.36,5738.24,6024.13
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Non-Dual - UIS State-Only,6791.92,7148.66,7536.61,8454.71
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Full-Dual - SIS,5338.06,5614.81,5915.71,6210.44
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Non-Dual - SIS,7718.09,8123.48,8564.33,9607.63
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Full-Dual - UIS Federal,160.14,168.44,177.47,186.31
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Family Health Care Network (FHCN),Non-Dual - UIS Federal,926.17,974.82,1027.72,1152.92
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,High Desert PACE,Full-Dual - UIS State-Only,5264.67,5537.95,5835.08,6402.72
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,High Desert PACE,Non-Dual - UIS State-Only,6929.92,7294.29,7690.54,9120.73
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,High Desert PACE,Full-Dual - SIS,5427.5,5709.22,6015.55,6600.74
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,High Desert PACE,Non-Dual - SIS,7874.91,8288.96,8739.25,10364.47
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,High Desert PACE,Full-Dual - UIS Federal,162.82,171.28,180.47,198.02
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,High Desert PACE,Non-Dual - UIS Federal,944.99,994.68,1048.71,1243.74
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,High Desert PACE,Full-Dual - UIS State-Only,5264.67,5537.95,5835.08,6402.72
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,High Desert PACE,Non-Dual - UIS State-Only,6929.92,7294.29,7690.54,9120.73
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,High Desert PACE,Full-Dual - SIS,5427.5,5709.22,6015.55,6600.74
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,High Desert PACE,Non-Dual - SIS,7874.91,8288.96,8739.25,10364.47
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,High Desert PACE,Full-Dual - UIS Federal,162.82,171.28,180.47,198.02
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,High Desert PACE,Non-Dual - UIS Federal,944.99,994.68,1048.71,1243.74
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Seen Health PACE,Full-Dual - UIS State-Only,4975.89,5234.2,5515.07,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Seen Health PACE,Non-Dual - UIS State-Only,7590.8,7990.89,8425.99,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Seen Health PACE,Full-Dual - SIS,5129.78,5396.09,5685.64,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Seen Health PACE,Non-Dual - SIS,8625.91,9080.55,9574.99,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Seen Health PACE,Full-Dual - UIS Federal,153.89,161.88,170.57,200.51
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Seen Health PACE,Non-Dual - UIS Federal,1035.11,1089.67,1149.0,1193.42
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Chinatown Service Center PACE,Full-Dual - UIS State-Only,4975.89,5234.2,5515.07,6483.05
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Chinatown Service Center PACE,Non-Dual - UIS State-Only,7590.8,7990.89,8425.99,8751.78
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Chinatown Service Center PACE,Full-Dual - SIS,5129.78,5396.09,5685.64,6683.56
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Chinatown Service Center PACE,Non-Dual - SIS,8625.91,9080.55,9574.99,9945.21
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Chinatown Service Center PACE,Full-Dual - UIS Federal,153.89,161.88,170.57,200.51
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Chinatown Service Center PACE,Non-Dual - UIS Federal,1035.11,1089.67,1149.0,1193.42
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Full-Dual - UIS State-Only,5389.47,5669.14,5973.22,6001.23
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Non-Dual - UIS State-Only,7089.75,7462.42,7867.69,10056.91
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Full-Dual - SIS,5556.16,5844.47,6157.96,6186.83
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Non-Dual - SIS,8056.53,8480.02,8940.56,11428.31
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Full-Dual - UIS Federal,166.68,175.33,184.74,185.61
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Non-Dual - UIS Federal,966.78,1017.6,1072.87,1371.4
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth San Bernardino PACE,WelbeHealth San Bernardino PACE,Full-Dual - UIS State-Only,5389.47,5669.14,5973.22,6001.23
