Rate Period,Calendar,Model,County,Health Plan,Category of Aid,Lower Bound,Midpoint,Upper Bound
1/24-12/24,2024,GMC,San Diego,Community Health Group,LTC - UIS State-Only,"$9,819.00 ",-,"$10,171.54 "
1/24-12/24,2024,GMC,San Diego,Community Health Group,LTC/Full-Dual - UIS State-Only,"$9,152.02 ",-,"$9,470.19 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Child - SIS,$141.80 ,-,$154.33 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Adult - SIS,$308.73 ,-,$331.08 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,ACA Optional Expansion - SIS,$304.28 ,-,$325.83 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,SPD - SIS,$836.65 ,-,$887.23 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,SPD/Full-Dual - SIS,$291.86 ,-,$309.80 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,LTC - SIS,"$10,719.18 ",-,"$11,141.40 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,LTC/Full-Dual - SIS,"$8,388.46 ",-,"$8,691.94 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Maternity - SIS,"$7,954.46 ",-,"$8,305.96 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Child - UIS Federally Eligible,$38.92 ,-,$43.03 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Adult - UIS Federally Eligible,$174.31 ,-,$186.66 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$213.55 ,-,$228.27 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,SPD - UIS Federally Eligible,$619.11 ,-,$658.42 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$92.98 ,-,$100.01 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,LTC - UIS Federally Eligible,"$1,088.22 ",-,"$1,156.00 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$242.74 ,-,$257.31 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Maternity - UIS Federally Eligible,"$7,954.46 ",-,"$8,305.96 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Child - UIS State-Only,$76.85 ,-,$83.48 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,Adult - UIS State-Only,$161.15 ,-,$172.77 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$256.01 ,-,$272.43 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,SPD - UIS State-Only,$729.02 ,-,$770.08 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$321.43 ,-,$337.31 
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,LTC - UIS State-Only,"$9,819.00 ",-,"$10,171.54 "
1/24-12/24,2024,GMC,San Diego,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,"$9,152.02 ",-,"$9,470.19 "
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Child - SIS,$103.21 ,-,$112.46 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Adult - SIS,$251.84 ,-,$269.66 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,ACA Optional Expansion - SIS,$325.03 ,-,$347.00 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,SPD - SIS,"$1,053.16 ",-,"$1,115.08 "
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,SPD/Full-Dual - SIS,$619.62 ,-,$648.30 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,LTC - SIS,"$1,053.16 ",-,"$1,115.08 "
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,LTC/Full-Dual - SIS,$619.62 ,-,$648.30 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Maternity - SIS,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Child - UIS Federally Eligible,$21.50 ,-,$23.97 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Adult - UIS Federally Eligible,$124.47 ,-,$133.26 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,ACA Optional Expansion - UIS Federally Eligible,$137.87 ,-,$147.34 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,SPD - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,SPD/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,LTC - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,LTC/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Maternity - UIS Federally Eligible,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Child - UIS State-Only,$63.26 ,-,$68.85 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,Adult - UIS State-Only,$188.17 ,-,$201.20 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,ACA Optional Expansion - UIS State-Only,$216.06 ,-,$230.21 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,SPD - UIS State-Only,$645.10 ,-,$681.34 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,SPD/Full-Dual - UIS State-Only,$457.01 ,-,$478.52 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,LTC - UIS State-Only,$645.10 ,-,$681.34 
1/25-12/25,2025,GMC,Sacramento,Molina Healthcare,LTC/Full-Dual - UIS State-Only,$457.01 ,-,$478.52 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Child - SIS,$140.49 ,-,$152.61 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Adult - SIS,$310.79 ,-,$332.94 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,ACA Optional Expansion - SIS,$342.29 ,-,$365.77 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,SPD - SIS,"$1,223.86 ",-,"$1,293.41 "
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,SPD/Full-Dual - SIS,$595.04 ,-,$624.25 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,LTC - SIS,"$1,223.86 ",-,"$1,293.41 "
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,LTC/Full-Dual - SIS,$595.04 ,-,$624.25 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Maternity - SIS,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Child - UIS Federally Eligible,$26.40 ,-,$29.40 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Adult - UIS Federally Eligible,$126.76 ,-,$135.86 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,ACA Optional Expansion - UIS Federally Eligible,$148.56 ,-,$158.85 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,SPD - UIS Federally Eligible,$404.27 ,-,$430.24 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,SPD/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,LTC - UIS Federally Eligible,$404.27 ,-,$430.24 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,LTC/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Maternity - UIS Federally Eligible,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Child - UIS State-Only,$89.62 ,-,$97.37 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,Adult - UIS State-Only,$195.62 ,-,$209.66 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,ACA Optional Expansion - UIS State-Only,$232.88 ,-,$248.82 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,SPD - UIS State-Only,"$1,058.47 ",-,"$1,113.31 "
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,SPD/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,LTC - UIS State-Only,"$1,058.47 ",-,"$1,113.31 "
1/25-12/25,2025,GMC,San Diego,Molina Healthcare,LTC/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Child - SIS,$111.90 ,-,$121.88 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Adult - SIS,$274.65 ,-,$294.18 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,ACA Optional Expansion - SIS,$353.90 ,-,$378.04 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,SPD - SIS,"$1,069.53 ",-,"$1,133.20 "
1/25-12/25,2025,GMC,Sacramento,Health Net of California,SPD/Full-Dual - SIS,$564.75 ,-,$591.54 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,LTC - SIS,"$1,069.53 ",-,"$1,133.20 "
1/25-12/25,2025,GMC,Sacramento,Health Net of California,LTC/Full-Dual - SIS,$564.75 ,-,$591.54 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Maternity - SIS,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Child - UIS Federally Eligible,$25.38 ,-,$28.30 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Adult - UIS Federally Eligible,$130.77 ,-,$140.00 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,ACA Optional Expansion - UIS Federally Eligible,$180.35 ,-,$192.74 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,SPD - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,SPD/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,LTC - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,LTC/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Maternity - UIS Federally Eligible,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Child - UIS State-Only,$73.50 ,-,$80.05 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,Adult - UIS State-Only,$196.77 ,-,$210.44 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,ACA Optional Expansion - UIS State-Only,$275.53 ,-,$293.81 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,SPD - UIS State-Only,$645.10 ,-,$681.34 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,SPD/Full-Dual - UIS State-Only,$457.01 ,-,$478.52 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,LTC - UIS State-Only,$645.10 ,-,$681.34 
1/25-12/25,2025,GMC,Sacramento,Health Net of California,LTC/Full-Dual - UIS State-Only,$457.01 ,-,$478.52 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Child - SIS,$132.03 ,-,$143.79 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Adult - SIS,$304.52 ,-,$326.18 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,ACA Optional Expansion - SIS,$370.41 ,-,$395.88 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,SPD - SIS,"$1,505.39 ",-,"$1,589.23 "
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,SPD/Full-Dual - SIS,$697.33 ,-,$729.64 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,LTC - SIS,"$1,505.39 ",-,"$1,589.23 "
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,LTC/Full-Dual - SIS,$697.33 ,-,$729.64 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Maternity - SIS,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Child - UIS Federally Eligible,$24.70 ,-,$27.52 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Adult - UIS Federally Eligible,$125.80 ,-,$134.84 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,ACA Optional Expansion - UIS Federally Eligible,$170.75 ,-,$182.58 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,SPD - UIS Federally Eligible,$417.83 ,-,$444.68 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,SPD/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,LTC - UIS Federally Eligible,$417.83 ,-,$444.68 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,LTC/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Maternity - UIS Federally Eligible,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Child - UIS State-Only,$84.96 ,-,$92.27 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,Adult - UIS State-Only,$196.26 ,-,$210.26 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,ACA Optional Expansion - UIS State-Only,$317.23 ,-,$337.24 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,SPD - UIS State-Only,"$1,009.45 ",-,"$1,063.24 "
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,SPD/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,LTC - UIS State-Only,"$1,009.45 ",-,"$1,063.24 "
1/25-12/25,2025,GMC,San Diego,Blue Shield of California,LTC/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Child - SIS,$165.83 ,-,$179.33 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Adult - SIS,$332.47 ,-,$356.11 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,ACA Optional Expansion - SIS,$359.89 ,-,$384.80 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,SPD - SIS,$859.94 ,-,$911.98 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,SPD/Full-Dual - SIS,$392.22 ,-,$412.96 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,LTC - SIS,$859.94 ,-,$911.98 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,LTC/Full-Dual - SIS,$392.22 ,-,$412.96 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Maternity - SIS,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Child - UIS Federally Eligible,$24.20 ,-,$26.98 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Adult - UIS Federally Eligible,$133.68 ,-,$143.12 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$132.77 ,-,$141.89 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,SPD - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,LTC - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Maternity - UIS Federally Eligible,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Child - UIS State-Only,$91.92 ,-,$99.78 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,Adult - UIS State-Only,$199.33 ,-,$213.59 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$279.90 ,-,$298.47 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,SPD - UIS State-Only,$978.57 ,-,"$1,031.63 "
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,LTC - UIS State-Only,$978.57 ,-,"$1,031.63 "
1/25-12/25,2025,GMC,Sacramento,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Child - SIS,$118.51 ,-,$128.88 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Adult - SIS,$280.73 ,-,$300.60 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,ACA Optional Expansion - SIS,$350.04 ,-,$373.90 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,SPD - SIS,"$1,034.71 ",-,"$1,096.50 "
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,SPD/Full-Dual - SIS,$415.65 ,-,$437.19 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,LTC - SIS,"$1,034.71 ",-,"$1,096.50 "
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,LTC/Full-Dual - SIS,$415.65 ,-,$437.19 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Maternity - SIS,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Child - UIS Federally Eligible,$24.74 ,-,$27.59 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Adult - UIS Federally Eligible,$121.90 ,-,$130.50 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,ACA Optional Expansion - UIS Federally Eligible,$152.72 ,-,$163.21 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,SPD - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,SPD/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,LTC - UIS Federally Eligible,$368.15 ,-,$391.60 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,LTC/Full-Dual - UIS Federally Eligible,$111.02 ,-,$119.02 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Maternity - UIS Federally Eligible,"$10,580.66 ",-,"$11,047.35 "
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Child - UIS State-Only,$71.81 ,-,$78.19 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,Adult - UIS State-Only,$189.32 ,-,$202.25 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,ACA Optional Expansion - UIS State-Only,$241.23 ,-,$256.96 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,SPD - UIS State-Only,$645.10 ,-,$681.34 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,SPD/Full-Dual - UIS State-Only,$457.01 ,-,$478.52 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,LTC - UIS State-Only,$645.10 ,-,$681.34 
1/25-12/25,2025,GMC,Sacramento,Anthem Blue Cross,LTC/Full-Dual - UIS State-Only,$457.01 ,-,$478.52 
1/25-12/25,2025,GMC,San Diego,Community Health Group,Child - SIS,$146.09 ,-,$158.60 
1/25-12/25,2025,GMC,San Diego,Community Health Group,Adult - SIS,$345.46 ,-,$369.88 
1/25-12/25,2025,GMC,San Diego,Community Health Group,ACA Optional Expansion - SIS,$383.39 ,-,$409.73 
1/25-12/25,2025,GMC,San Diego,Community Health Group,SPD - SIS,"$1,199.53 ",-,"$1,269.08 "
1/25-12/25,2025,GMC,San Diego,Community Health Group,SPD/Full-Dual - SIS,$548.31 ,-,$575.42 
1/25-12/25,2025,GMC,San Diego,Community Health Group,LTC - SIS,"$1,199.53 ",-,"$1,269.08 "
1/25-12/25,2025,GMC,San Diego,Community Health Group,LTC/Full-Dual - SIS,$548.31 ,-,$575.42 
1/25-12/25,2025,GMC,San Diego,Community Health Group,Maternity - SIS,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Community Health Group,Child - UIS Federally Eligible,$27.63 ,-,$30.77 
1/25-12/25,2025,GMC,San Diego,Community Health Group,Adult - UIS Federally Eligible,$130.79 ,-,$140.18 
1/25-12/25,2025,GMC,San Diego,Community Health Group,ACA Optional Expansion - UIS Federally Eligible,$180.43 ,-,$192.93 
1/25-12/25,2025,GMC,San Diego,Community Health Group,SPD - UIS Federally Eligible,$438.47 ,-,$466.65 
1/25-12/25,2025,GMC,San Diego,Community Health Group,SPD/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Community Health Group,LTC - UIS Federally Eligible,$438.47 ,-,$466.65 
1/25-12/25,2025,GMC,San Diego,Community Health Group,LTC/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Community Health Group,Maternity - UIS Federally Eligible,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Community Health Group,Child - UIS State-Only,$96.93 ,-,$105.12 
1/25-12/25,2025,GMC,San Diego,Community Health Group,Adult - UIS State-Only,$203.99 ,-,$218.55 
1/25-12/25,2025,GMC,San Diego,Community Health Group,ACA Optional Expansion - UIS State-Only,$297.16 ,-,$317.00 
1/25-12/25,2025,GMC,San Diego,Community Health Group,SPD - UIS State-Only,$923.82 ,-,$975.63 
1/25-12/25,2025,GMC,San Diego,Community Health Group,SPD/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,San Diego,Community Health Group,LTC - UIS State-Only,$923.82 ,-,$975.63 
1/25-12/25,2025,GMC,San Diego,Community Health Group,LTC/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Child - SIS,$173.65 ,-,$188.16 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Adult - SIS,$328.22 ,-,$351.72 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,ACA Optional Expansion - SIS,$298.02 ,-,$319.17 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,SPD - SIS,$885.96 ,-,$937.68 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,SPD/Full-Dual - SIS,$427.45 ,-,$450.41 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,LTC - SIS,$885.96 ,-,$937.68 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,LTC/Full-Dual - SIS,$427.45 ,-,$450.41 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Maternity - SIS,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Child - UIS Federally Eligible,$26.60 ,-,$29.62 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Adult - UIS Federally Eligible,$128.46 ,-,$137.68 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,ACA Optional Expansion - UIS Federally Eligible,$167.72 ,-,$179.34 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,SPD - UIS Federally Eligible,$424.80 ,-,$452.10 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,SPD/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,LTC - UIS Federally Eligible,$424.80 ,-,$452.10 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,LTC/Full-Dual - UIS Federally Eligible,$125.13 ,-,$134.16 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Maternity - UIS Federally Eligible,"$7,884.90 ",-,"$8,232.84 "
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Child - UIS State-Only,$91.92 ,-,$99.78 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,Adult - UIS State-Only,$199.33 ,-,$213.59 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,ACA Optional Expansion - UIS State-Only,$279.90 ,-,$298.47 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,SPD - UIS State-Only,$978.57 ,-,"$1,031.63 "
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,SPD/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,LTC - UIS State-Only,$978.57 ,-,"$1,031.63 "
1/25-12/25,2025,GMC,San Diego,Kaiser Permanente,LTC/Full-Dual - UIS State-Only,$750.69 ,-,$784.29 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Child - SIS,$109.99 ,-,$118.50 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Adult - SIS,$287.56 ,-,$305.62 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,ACA Optional Expansion - SIS,$368.59 ,-,$390.57 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,SPD - SIS,"$1,159.59 ",-,"$1,221.48 "
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,SPD/Full-Dual - SIS,$660.99 ,-,$689.82 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,LTC - SIS,"$1,159.59 ",-,"$1,221.48 "
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,LTC/Full-Dual - SIS,$660.99 ,-,$689.82 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Maternity - SIS,"$10,468.33 ",-,"$10,891.78 "
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Child - UIS Federally Eligible,$26.11 ,-,$28.52 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Adult - UIS Federally Eligible,$108.03 ,-,$114.91 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,ACA Optional Expansion - UIS Federally Eligible,$137.25 ,-,$145.66 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,SPD - UIS Federally Eligible,$390.04 ,-,$412.32 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,SPD/Full-Dual - UIS Federally Eligible,$127.32 ,-,$135.32 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,LTC - UIS Federally Eligible,$390.04 ,-,$412.32 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,LTC/Full-Dual - UIS Federally Eligible,$127.32 ,-,$135.32 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Maternity - UIS Federally Eligible,"$10,468.33 ",-,"$10,891.78 "
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Child - UIS State-Only,$71.14 ,-,$76.70 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,Adult - UIS State-Only,$183.40 ,-,$195.00 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,ACA Optional Expansion - UIS State-Only,$226.70 ,-,$240.29 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,SPD - UIS State-Only,$702.40 ,-,$738.60 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,SPD/Full-Dual - UIS State-Only,$506.99 ,-,$528.74 
1/26-12/26,2026,GMC,Sacramento,Molina Healthcare,LTC - UIS State-Only,$702.40 ,-,$738.60 
