Rating Period,Calendar Year,Model,County,PACE Organization,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2025-12/2025,2025,PACE,San Diego,"Family Health Centers of San Diego, Inc",Full-Dual - UIS Federal,$122.87 ,$129.30 ,$136.29 ,$184.65 
01/2025-12/2025,2025,PACE,San Diego,"Family Health Centers of San Diego, Inc",Non-Dual - UIS Federal,$874.60 ,$921.06 ,$971.59 ,"$1,107.18 "
01/2025-12/2025,2025,PACE,San Diego,"Family Health Centers of San Diego, Inc",Full-Dual - UIS State-Only,"$3,972.70 ","$4,180.58 ","$4,406.64 ","$5,970.47 "
01/2025-12/2025,2025,PACE,San Diego,"Family Health Centers of San Diego, Inc",Non-Dual - UIS State-Only,"$7,076.34 ","$7,452.24 ","$7,861.08 ","$8,958.07 "
01/2025-12/2025,2025,PACE,San Diego,"Family Health Centers of San Diego, Inc",Full-Dual - SIS,"$4,095.57 ","$4,309.88 ","$4,542.92 ","$6,155.12 "
01/2025-12/2025,2025,PACE,San Diego,"Family Health Centers of San Diego, Inc",Non-Dual - SIS,"$7,950.94 ","$8,373.30 ","$8,832.67 ","$10,065.25 "
01/2025-12/2025,2025,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Full-Dual - UIS Federal,$147.95 ,$155.61 ,$163.93 ,$184.65 
01/2025-12/2025,2025,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Non-Dual - UIS Federal,$956.25 ,"$1,006.69 ","$1,061.54 ","$1,107.18 "
01/2025-12/2025,2025,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Full-Dual - UIS State-Only,"$4,783.74 ","$5,031.28 ","$5,300.42 ","$5,970.47 "
01/2025-12/2025,2025,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Non-Dual - UIS State-Only,"$7,736.91 ","$8,145.02 ","$8,588.86 ","$8,958.07 "
01/2025-12/2025,2025,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Full-Dual - SIS,"$4,931.69 ","$5,186.88 ","$5,464.35 ","$6,155.12 "
01/2025-12/2025,2025,PACE,San Diego,"Gary & Mary West Senior Services, Inc.",Non-Dual - SIS,"$8,693.16 ","$9,151.71 ","$9,650.40 ","$10,065.25 "
01/2025-12/2025,2025,PACE,Fresno,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federal,$136.85 ,$143.89 ,$151.56 ,$175.77 
01/2025-12/2025,2025,PACE,Fresno,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federal,$707.09 ,$744.12 ,$784.39 ,"$1,036.16 "
01/2025-12/2025,2025,PACE,Fresno,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,424.69 ","$4,652.56 ","$4,900.30 ","$5,683.25 "
01/2025-12/2025,2025,PACE,Fresno,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$5,721.03 ","$6,020.62 ","$6,346.41 ","$8,383.52 "
01/2025-12/2025,2025,PACE,Fresno,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,561.53 ","$4,796.45 ","$5,051.85 ","$5,859.02 "
01/2025-12/2025,2025,PACE,Fresno,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$6,428.12 ","$6,764.74 ","$7,130.79 ","$9,419.68 "
01/2025-12/2025,2025,PACE,Orange,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federal,$141.21 ,$148.55 ,$156.52 ,$185.62 
01/2025-12/2025,2025,PACE,Orange,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federal,$877.89 ,$924.18 ,$974.53 ,"$1,195.88 "
01/2025-12/2025,2025,PACE,Orange,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,565.86 ","$4,803.06 ","$5,060.97 ","$6,001.64 "
01/2025-12/2025,2025,PACE,Orange,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$7,102.93 ","$7,477.48 ","$7,884.82 ","$9,675.79 "
01/2025-12/2025,2025,PACE,Orange,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,707.08 ","$4,951.61 ","$5,217.49 ","$6,187.26 "
01/2025-12/2025,2025,PACE,Orange,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$7,980.82 ","$8,401.66 ","$8,859.34 ","$10,871.67 "
01/2025-12/2025,2025,PACE,San Joaquin,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federal,$181.86 ,$191.54 ,$202.06 ,$195.14 
01/2025-12/2025,2025,PACE,San Joaquin,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federal,"$1,064.60 ","$1,122.64 ","$1,185.79 ","$1,130.25 "
01/2025-12/2025,2025,PACE,San Joaquin,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$5,880.25 ","$6,193.03 ","$6,533.27 ","$6,309.55 "
01/2025-12/2025,2025,PACE,San Joaquin,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$8,613.59 ","$9,083.15 ","$9,594.11 ","$9,144.76 "
01/2025-12/2025,2025,PACE,San Joaquin,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$6,062.11 ","$6,384.57 ","$6,735.33 ","$6,504.69 "
01/2025-12/2025,2025,PACE,San Joaquin,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$9,678.19 ","$10,205.78 ","$10,779.90 ","$10,275.01 "
01/2025-12/2025,2025,PACE,Tulare,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federal,$134.61 ,$141.59 ,$149.18 ,$174.66 
01/2025-12/2025,2025,PACE,Tulare,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federal,$779.53 ,$820.52 ,$865.10 ,"$1,177.37 "
01/2025-12/2025,2025,PACE,Tulare,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,352.28 ","$4,578.08 ","$4,823.59 ","$5,647.45 "
01/2025-12/2025,2025,PACE,Tulare,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$6,307.07 ","$6,638.77 ","$6,999.48 ","$9,525.97 "
01/2025-12/2025,2025,PACE,Tulare,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,486.89 ","$4,719.67 ","$4,972.77 ","$5,822.11 "
01/2025-12/2025,2025,PACE,Tulare,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$7,086.60 ","$7,459.29 ","$7,864.59 ","$10,703.34 "
01/2025-12/2025,2025,PACE,Kern,"Innovative Integrated Health, Inc. ",Full-Dual - UIS Federal,$134.61 ,$141.59 ,$149.18 ,$174.66 
01/2025-12/2025,2025,PACE,Kern,"Innovative Integrated Health, Inc. ",Non-Dual - UIS Federal,$779.53 ,$820.52 ,$865.10 ,"$1,177.37 "
01/2025-12/2025,2025,PACE,Kern,"Innovative Integrated Health, Inc. ",Full-Dual - UIS State-Only,"$4,352.28 ","$4,578.08 ","$4,823.59 ","$5,647.45 "
01/2025-12/2025,2025,PACE,Kern,"Innovative Integrated Health, Inc. ",Non-Dual - UIS State-Only,"$6,307.07 ","$6,638.77 ","$6,999.48 ","$9,525.97 "
01/2025-12/2025,2025,PACE,Kern,"Innovative Integrated Health, Inc. ",Full-Dual - SIS,"$4,486.89 ","$4,719.67 ","$4,972.77 ","$5,822.11 "
01/2025-12/2025,2025,PACE,Kern,"Innovative Integrated Health, Inc. ",Non-Dual - SIS,"$7,086.60 ","$7,459.29 ","$7,864.59 ","$10,703.34 "
01/2025-12/2025,2025,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,$186.94 ,$196.75 ,$207.42 ,$199.94 
01/2025-12/2025,2025,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,"$1,054.86 ","$1,111.13 ","$1,172.35 ","$1,164.40 "
01/2025-12/2025,2025,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$6,044.24 ","$6,361.48 ","$6,706.47 ","$6,464.70 "
01/2025-12/2025,2025,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$8,534.74 ","$8,990.09 ","$9,485.36 ","$9,421.08 "
01/2025-12/2025,2025,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$6,231.17 ","$6,558.23 ","$6,913.89 ","$6,664.64 "
01/2025-12/2025,2025,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$9,589.60 ","$10,101.22 ","$10,657.71 ","$10,585.48 "
01/2025-12/2025,2025,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,$186.94 ,$196.75 ,$207.42 ,$199.94 
01/2025-12/2025,2025,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,"$1,054.86 ","$1,111.13 ","$1,172.35 ","$1,164.40 "
01/2025-12/2025,2025,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$6,044.24 ","$6,361.48 ","$6,706.47 ","$6,464.70 "
01/2025-12/2025,2025,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$8,534.74 ","$8,990.09 ","$9,485.36 ","$9,421.08 "
01/2025-12/2025,2025,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$6,231.17 ","$6,558.23 ","$6,913.89 ","$6,664.64 "
01/2025-12/2025,2025,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$9,589.60 ","$10,101.22 ","$10,657.71 ","$10,585.48 "
01/2025-12/2025,2025,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,$186.94 ,$196.75 ,$207.42 ,$199.94 
01/2025-12/2025,2025,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,"$1,054.86 ","$1,111.13 ","$1,172.35 ","$1,164.40 "
01/2025-12/2025,2025,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$6,044.24 ","$6,361.48 ","$6,706.47 ","$6,464.70 "
01/2025-12/2025,2025,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$8,534.74 ","$8,990.09 ","$9,485.36 ","$9,421.08 "
01/2025-12/2025,2025,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$6,231.17 ","$6,558.23 ","$6,913.89 ","$6,664.64 "
01/2025-12/2025,2025,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$9,589.60 ","$10,101.22 ","$10,657.71 ","$10,585.48 "
01/2025-12/2025,2025,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,$186.94 ,$196.75 ,$207.42 ,$199.94 
01/2025-12/2025,2025,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,"$1,054.86 ","$1,111.13 ","$1,172.35 ","$1,164.40 "
01/2025-12/2025,2025,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$6,044.24 ","$6,361.48 ","$6,706.47 ","$6,464.70 "
01/2025-12/2025,2025,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$8,534.74 ","$8,990.09 ","$9,485.36 ","$9,421.08 "
01/2025-12/2025,2025,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$6,231.17 ","$6,558.23 ","$6,913.89 ","$6,664.64 "
01/2025-12/2025,2025,PACE,Placer,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$9,589.60 ","$10,101.22 ","$10,657.71 ","$10,585.48 "
01/2025-12/2025,2025,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,$186.94 ,$196.75 ,$207.42 ,$199.94 
01/2025-12/2025,2025,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,"$1,054.86 ","$1,111.13 ","$1,172.35 ","$1,164.40 "
01/2025-12/2025,2025,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$6,044.24 ","$6,361.48 ","$6,706.47 ","$6,464.70 "
01/2025-12/2025,2025,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$8,534.74 ","$8,990.09 ","$9,485.36 ","$9,421.08 "
01/2025-12/2025,2025,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$6,231.17 ","$6,558.23 ","$6,913.89 ","$6,664.64 "
01/2025-12/2025,2025,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$9,589.60 ","$10,101.22 ","$10,657.71 ","$10,585.48 "
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federal,$186.94 ,$196.75 ,$207.42 ,$199.94 
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federal,"$1,054.86 ","$1,111.13 ","$1,172.35 ","$1,164.40 "
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,"$6,044.24 ","$6,361.48 ","$6,706.47 ","$6,464.70 "
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,"$8,534.74 ","$8,990.09 ","$9,485.36 ","$9,421.08 "
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,"$6,231.17 ","$6,558.23 ","$6,913.89 ","$6,664.64 "
01/2025-12/2025,2025,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,"$9,589.60 ","$10,101.22 ","$10,657.71 ","$10,585.48 "
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.",Full-Dual - UIS Federal,$128.55 ,$135.29 ,$142.63 ,$170.39 
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.",Non-Dual - UIS Federal,$823.93 ,$867.65 ,$915.20 ,"$1,203.80 "
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.",Full-Dual - UIS State-Only,"$4,156.38 ","$4,374.49 ","$4,611.66 ","$5,509.30 "
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.",Non-Dual - UIS State-Only,"$6,666.37 ","$7,020.07 ","$7,404.77 ","$9,739.83 "
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.",Full-Dual - SIS,"$4,284.93 ","$4,509.78 ","$4,754.29 ","$5,679.69 "
01/2025-12/2025,2025,PACE,San Bernardino,"Total Longterm Care, Inc.",Non-Dual - SIS,"$7,490.30 ","$7,887.72 ","$8,319.96 ","$10,943.63 "
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.",Full-Dual - UIS Federal,$128.55 ,$135.29 ,$142.63 ,$170.39 
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.",Non-Dual - UIS Federal,$823.93 ,$867.65 ,$915.20 ,"$1,203.80 "
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.",Full-Dual - UIS State-Only,"$4,156.38 ","$4,374.49 ","$4,611.66 ","$5,509.30 "
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.",Non-Dual - UIS State-Only,"$6,666.37 ","$7,020.07 ","$7,404.77 ","$9,739.83 "
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.",Full-Dual - SIS,"$4,284.93 ","$4,509.78 ","$4,754.29 ","$5,679.69 "
01/2025-12/2025,2025,PACE,Riverside,"Total Longterm Care, Inc.",Non-Dual - SIS,"$7,490.30 ","$7,887.72 ","$8,319.96 ","$10,943.63 "
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,$132.25 ,$139.21 ,$146.78 ,$170.39 
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,$881.54 ,$928.37 ,$979.30 ,"$1,203.80 "
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,"$4,276.09 ","$4,501.17 ","$4,745.95 ","$5,509.30 "
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,"$7,132.46 ","$7,511.33 ","$7,923.40 ","$9,739.83 "
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - SIS,"$4,408.35 ","$4,640.38 ","$4,892.73 ","$5,679.69 "
01/2025-12/2025,2025,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - SIS,"$8,014.00 ","$8,439.70 ","$8,902.70 ","$10,943.63 "
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,$132.25 ,$139.21 ,$146.78 ,$170.39 
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,$881.54 ,$928.37 ,$979.30 ,"$1,203.80 "
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,"$4,276.09 ","$4,501.17 ","$4,745.95 ","$5,509.30 "
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,"$7,132.46 ","$7,511.33 ","$7,923.40 ","$9,739.83 "
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - SIS,"$4,408.35 ","$4,640.38 ","$4,892.73 ","$5,679.69 "
01/2025-12/2025,2025,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - SIS,"$8,014.00 ","$8,439.70 ","$8,902.70 ","$10,943.63 "
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),Full-Dual - UIS Federal,$200.36 ,$210.88 ,$222.31 ,$282.05 
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),Non-Dual - UIS Federal,$852.36 ,$897.67 ,$946.95 ,"$1,453.39 "
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),Full-Dual - UIS State-Only,"$6,478.28 ","$6,818.29 ","$7,188.05 ","$9,119.76 "
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),Non-Dual - UIS State-Only,"$6,896.38 ","$7,262.96 ","$7,661.67 ","$11,759.24 "
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),Full-Dual - SIS,"$6,678.64 ","$7,029.17 ","$7,410.36 ","$9,401.81 "
01/2025-12/2025,2025,PACE,San Francisco,North East Medical Services (NEMS),Non-Dual - SIS,"$7,748.74 ","$8,160.63 ","$8,608.62 ","$13,212.63 "
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),Full-Dual - UIS Federal,$198.02 ,$208.65 ,$220.22 ,$241.94 
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),Non-Dual - UIS Federal,$851.89 ,$898.24 ,$948.67 ,"$1,229.60 "
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),Full-Dual - UIS State-Only,"$6,402.52 ","$6,746.39 ","$7,120.49 ","$7,822.84 "
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),Non-Dual - UIS State-Only,"$6,892.54 ","$7,267.55 ","$7,675.60 ","$9,948.61 "
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),Full-Dual - SIS,"$6,600.53 ","$6,955.04 ","$7,340.71 ","$8,064.78 "
01/2025-12/2025,2025,PACE,Santa Clara,North East Medical Services (NEMS),Non-Dual - SIS,"$7,744.43 ","$8,165.78 ","$8,624.27 ","$11,178.21 "
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,Full-Dual - UIS Federal,$202.00 ,$212.52 ,$223.96 ,$236.66 
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,Non-Dual - UIS Federal,$841.19 ,$885.84 ,$934.39 ,"$1,325.57 "
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$6,531.25 ","$6,871.52 ","$7,241.51 ","$7,652.03 "
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$6,806.02 ","$7,167.23 ","$7,560.09 ","$10,725.11 "
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,Full-Dual - SIS,"$6,733.25 ","$7,084.04 ","$7,465.48 ","$7,888.69 "
01/2025-12/2025,2025,PACE,Alameda,OnLok Senior Health Services,Non-Dual - SIS,"$7,647.22 ","$8,053.07 ","$8,494.48 ","$12,050.68 "
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - UIS Federal,$280.55 ,$294.86 ,$310.43 ,$282.05 
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - UIS Federal,"$1,171.71 ","$1,233.35 ","$1,300.39 ","$1,453.39 "
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$9,071.02 ","$9,533.95 ","$10,037.17 ","$9,119.76 "
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$9,480.17 ","$9,978.93 ","$10,521.32 ","$11,759.24 "
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - SIS,"$9,351.57 ","$9,828.81 ","$10,347.60 ","$9,401.81 "
01/2025-12/2025,2025,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - SIS,"$10,651.88 ","$11,212.28 ","$11,821.71 ","$13,212.63 "
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - UIS Federal,$210.24 ,$221.20 ,$233.12 ,$241.94 
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - UIS Federal,$850.93 ,$895.99 ,$944.99 ,"$1,229.60 "
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$6,797.79 ","$7,152.25 ","$7,537.69 ","$7,822.84 "
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$6,884.79 ","$7,249.34 ","$7,645.83 ","$9,948.61 "
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - SIS,"$7,008.03 ","$7,373.46 ","$7,770.81 ","$8,064.78 "
01/2025-12/2025,2025,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - SIS,"$7,735.71 ","$8,145.33 ","$8,590.82 ","$11,178.21 "
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Full-Dual - UIS Federal,$180.29 ,$189.76 ,$200.06 ,$211.69 
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Non-Dual - UIS Federal,$775.73 ,$816.98 ,$861.84 ,"$1,455.27 "
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Full-Dual - UIS State-Only,"$5,829.25 ","$6,135.52 ","$6,468.58 ","$6,844.57 "
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Non-Dual - UIS State-Only,"$6,276.37 ","$6,610.08 ","$6,973.04 ","$11,774.42 "
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Full-Dual - SIS,"$6,009.54 ","$6,325.28 ","$6,668.64 ","$7,056.26 "
01/2025-12/2025,2025,PACE,Napa,Collabria Care,Non-Dual - SIS,"$7,052.10 ","$7,427.06 ","$7,834.88 ","$13,229.69 "
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Full-Dual - UIS Federal,$180.29 ,$189.76 ,$200.06 ,$211.69 
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Non-Dual - UIS Federal,$775.73 ,$816.98 ,$861.84 ,"$1,455.27 "
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Full-Dual - UIS State-Only,"$5,829.25 ","$6,135.52 ","$6,468.58 ","$6,844.57 "
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Non-Dual - UIS State-Only,"$6,276.37 ","$6,610.08 ","$6,973.04 ","$11,774.42 "
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Full-Dual - SIS,"$6,009.54 ","$6,325.28 ","$6,668.64 ","$7,056.26 "
01/2025-12/2025,2025,PACE,Solano,Collabria Care,Non-Dual - SIS,"$7,052.10 ","$7,427.06 ","$7,834.88 ","$13,229.69 "
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Full-Dual - UIS Federal,$180.29 ,$189.76 ,$200.06 ,$211.69 
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Non-Dual - UIS Federal,$775.73 ,$816.98 ,$861.84 ,"$1,455.27 "
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Full-Dual - UIS State-Only,"$5,829.25 ","$6,135.52 ","$6,468.58 ","$6,844.57 "
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Non-Dual - UIS State-Only,"$6,276.37 ","$6,610.08 ","$6,973.04 ","$11,774.42 "
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Full-Dual - SIS,"$6,009.54 ","$6,325.28 ","$6,668.64 ","$7,056.26 "
01/2025-12/2025,2025,PACE,Sonoma,Collabria Care,Non-Dual - SIS,"$7,052.10 ","$7,427.06 ","$7,834.88 ","$13,229.69 "
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS Federal,$154.50 ,$162.40 ,$170.99 ,$202.93 
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS Federal,"$1,114.04 ","$1,172.42 ","$1,235.90 ","$1,433.20 "
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS State-Only,"$4,995.54 ","$5,250.99 ","$5,528.68 ","$6,561.50 "
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS State-Only,"$9,013.57 ","$9,485.93 ","$9,999.58 ","$11,595.85 "
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Full-Dual - SIS,"$5,150.04 ","$5,413.39 ","$5,699.67 ","$6,764.43 "
01/2025-12/2025,2025,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated",Non-Dual - SIS,"$10,127.61 ","$10,658.34 ","$11,235.49 ","$13,029.05 "
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS Federal,$121.92 ,$128.28 ,$135.20 ,$184.65 
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS Federal,$955.77 ,"$1,006.42 ","$1,061.50 ","$1,107.18 "
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS State-Only,"$3,942.03 ","$4,147.83 ","$4,371.62 ","$5,970.47 "
01/2025-12/2025,2025,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS State-Only,"$7,733.02 ","$8,142.82 ","$8,588.52 ","$8,958.07 "
