Rating Period,Calendar Year,Model,County,PACE Organization,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - SIS,"$8,291.24 ","$8,727.21 ","$9,201.34 ","$11,428.31 "
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,$170.09 ,$178.92 ,$188.52 ,$185.61 
01/2026-12/2026,2026,PACE,Riverside,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,$994.95 ,"$1,047.27 ","$1,104.16 ","$1,371.40 "
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,"$5,499.53 ","$5,785.09 ","$6,095.57 ","$6,001.23 "
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,"$7,296.29 ","$7,679.95 ","$8,097.18 ","$10,056.91 "
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - SIS,"$5,669.62 ","$5,964.01 ","$6,284.09 ","$6,186.83 "
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - SIS,"$8,291.24 ","$8,727.21 ","$9,201.34 ","$11,428.31 "
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Full-Dual - UIS Federal,$170.09 ,$178.92 ,$188.52 ,$185.61 
01/2026-12/2026,2026,PACE,San Bernardino,Neighborhood Healthcare PACE,Non-Dual - UIS Federal,$994.95 ,"$1,047.27 ","$1,104.16 ","$1,371.40 "
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),Full-Dual - UIS State-Only,"$6,367.03 ","$6,701.71 ","$7,065.67 ","$10,348.99 "
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),Non-Dual - UIS State-Only,"$6,538.04 ","$6,885.95 ","$7,264.35 ","$11,820.72 "
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),Full-Dual - SIS,"$6,563.95 ","$6,908.98 ","$7,284.19 ","$10,669.06 "
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),Non-Dual - SIS,"$7,429.60 ","$7,824.94 ","$8,254.94 ","$13,432.64 "
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),Full-Dual - UIS Federal,$196.92 ,$207.27 ,$218.53 ,$320.07 
01/2026-12/2026,2026,PACE,San Francisco,North East Medical Services (NEMS),Non-Dual - UIS Federal,$891.55 ,$938.99 ,$990.59 ,"$1,611.92 "
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),Full-Dual - UIS State-Only,"$7,134.03 ","$7,509.26 ","$7,917.32 ","$7,958.60 "
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),Non-Dual - UIS State-Only,"$7,454.29 ","$7,850.77 ","$8,282.00 ","$9,921.76 "
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),Full-Dual - SIS,"$7,354.67 ","$7,741.51 ","$8,162.19 ","$8,204.74 "
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),Non-Dual - SIS,"$8,470.78 ","$8,921.33 ","$9,411.36 ","$11,274.73 "
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),Full-Dual - UIS Federal,$220.64 ,$232.25 ,$244.87 ,$246.14 
01/2026-12/2026,2026,PACE,Santa Clara,North East Medical Services (NEMS),Non-Dual - UIS Federal,"$1,016.49 ","$1,070.56 ","$1,129.36 ","$1,352.97 "
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$7,145.76 ","$7,518.64 ","$7,924.11 ","$7,897.34 "
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$7,668.24 ","$8,075.09 ","$8,517.60 ","$10,714.26 "
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,Full-Dual - SIS,"$7,366.76 ","$7,751.18 ","$8,169.18 ","$8,141.59 "
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,Non-Dual - SIS,"$8,713.91 ","$9,176.24 ","$9,679.09 ","$12,175.30 "
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,Full-Dual - UIS Federal,$221.00 ,$232.54 ,$245.08 ,$244.25 
01/2026-12/2026,2026,PACE,Alameda,OnLok Senior Health Services,Non-Dual - UIS Federal,"$1,045.67 ","$1,101.15 ","$1,161.49 ","$1,461.04 "
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$10,147.21 ","$10,665.67 ","$11,229.26 ","$10,348.99 "
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$9,589.65 ","$10,095.24 ","$10,645.09 ","$11,820.72 "
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - SIS,"$10,461.05 ","$10,995.53 ","$11,576.56 ","$10,669.06 "
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - SIS,"$10,897.33 ","$11,471.86 ","$12,096.69 ","$13,432.64 "
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,Full-Dual - UIS Federal,$313.83 ,$329.87 ,$347.30 ,$320.07 
01/2026-12/2026,2026,PACE,San Francisco,OnLok Senior Health Services,Non-Dual - UIS Federal,"$1,307.68 ","$1,376.62 ","$1,451.60 ","$1,611.92 "
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - UIS State-Only,"$7,557.79 ","$7,951.87 ","$8,380.39 ","$7,958.60 "
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - UIS State-Only,"$7,321.20 ","$7,709.56 ","$8,131.95 ","$9,921.76 "
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - SIS,"$7,791.53 ","$8,197.81 ","$8,639.58 ","$8,204.74 "
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - SIS,"$8,319.55 ","$8,760.87 ","$9,240.85 ","$11,274.73 "
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,Full-Dual - UIS Federal,$233.75 ,$245.93 ,$259.19 ,$246.14 
01/2026-12/2026,2026,PACE,Santa Clara,OnLok Senior Health Services,Non-Dual - UIS Federal,$998.35 ,"$1,051.30 ","$1,108.90 ","$1,352.97 "
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Full-Dual - UIS State-Only,"$6,529.24 ","$6,872.55 ","$7,245.89 ","$7,133.89 "
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Non-Dual - UIS State-Only,"$6,794.87 ","$7,156.27 ","$7,549.34 ","$11,765.76 "
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Full-Dual - SIS,"$6,731.17 ","$7,085.10 ","$7,469.99 ","$7,354.52 "
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Non-Dual - SIS,"$7,721.45 ","$8,132.12 ","$8,578.80 ","$13,370.18 "
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Full-Dual - UIS Federal,$201.94 ,$212.55 ,$224.10 ,$220.64 
01/2026-12/2026,2026,PACE,Napa,Collabria Care,Non-Dual - UIS Federal,$926.57 ,$975.85 ,"$1,029.46 ","$1,604.42 "
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Full-Dual - UIS State-Only,"$6,529.24 ","$6,872.55 ","$7,245.89 ","$7,133.89 "
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Non-Dual - UIS State-Only,"$6,794.87 ","$7,156.27 ","$7,549.34 ","$11,765.76 "
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Full-Dual - SIS,"$6,731.17 ","$7,085.10 ","$7,469.99 ","$7,354.52 "
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Non-Dual - SIS,"$7,721.45 ","$8,132.12 ","$8,578.80 ","$13,370.18 "
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Full-Dual - UIS Federal,$201.94 ,$212.55 ,$224.10 ,$220.64 
01/2026-12/2026,2026,PACE,Solano,Collabria Care,Non-Dual - UIS Federal,$926.57 ,$975.85 ,"$1,029.46 ","$1,604.42 "
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Full-Dual - UIS State-Only,"$6,529.24 ","$6,872.55 ","$7,245.89 ","$7,133.89 "
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Non-Dual - UIS State-Only,"$6,794.87 ","$7,156.27 ","$7,549.34 ","$11,765.76 "
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Full-Dual - SIS,"$6,731.17 ","$7,085.10 ","$7,469.99 ","$7,354.52 "
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Non-Dual - SIS,"$7,721.45 ","$8,132.12 ","$8,578.80 ","$13,370.18 "
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Full-Dual - UIS Federal,$201.94 ,$212.55 ,$224.10 ,$220.64 
01/2026-12/2026,2026,PACE,Sonoma,Collabria Care,Non-Dual - UIS Federal,$926.57 ,$975.85 ,"$1,029.46 ","$1,604.42 "
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Full-Dual - UIS State-Only,"$5,213.03 ","$5,485.34 ","$5,781.45 ","$6,119.96 "
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Non-Dual - UIS State-Only,"$7,903.03 ","$8,320.87 ","$8,775.30 ","$9,528.69 "
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Full-Dual - SIS,"$5,374.26 ","$5,654.99 ","$5,960.26 ","$6,309.24 "
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Non-Dual - SIS,"$8,980.72 ","$9,455.54 ","$9,971.93 ","$10,828.06 "
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Full-Dual - UIS Federal,$161.23 ,$169.65 ,$178.81 ,$189.28 
01/2026-12/2026,2026,PACE,San Diego,Community Eldercare of San Diego,Non-Dual - UIS Federal,"$1,077.69 ","$1,134.66 ","$1,196.63 ","$1,299.37 "
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Full-Dual - UIS State-Only,"$7,009.82 ","$7,369.69 ","$7,760.93 ","$7,266.10 "
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Non-Dual - UIS State-Only,"$8,309.90 ","$8,749.91 ","$9,228.46 ","$9,524.48 "
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Full-Dual - SIS,"$7,226.62 ","$7,597.62 ","$8,000.96 ","$7,490.82 "
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Non-Dual - SIS,"$9,443.07 ","$9,943.08 ","$10,486.88 ","$10,823.28 "
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Full-Dual - UIS Federal,$216.80 ,$227.93 ,$240.03 ,$224.72 
01/2026-12/2026,2026,PACE,Sacramento,Sutter Valley Hospitals,Non-Dual - UIS Federal,"$1,133.17 ","$1,193.17 ","$1,258.43 ","$1,298.79 "
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,Full-Dual - UIS State-Only,"$6,311.07 ","$6,642.91 ","$7,003.78 ","$7,133.89 "
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,Non-Dual - UIS State-Only,"$6,567.83 ","$6,917.15 ","$7,297.09 ","$11,765.76 "
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,Full-Dual - SIS,"$6,506.26 ","$6,848.36 ","$7,220.39 ","$7,354.52 "
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,Non-Dual - SIS,"$7,463.44 ","$7,860.40 ","$8,292.14 ","$13,370.18 "
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,Full-Dual - UIS Federal,$195.19 ,$205.45 ,$216.61 ,$220.64 
01/2026-12/2026,2026,PACE,Marin,AgeWell PACE,Non-Dual - UIS Federal,$895.61 ,$943.25 ,$995.06 ,"$1,604.42 "
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,Full-Dual - UIS State-Only,"$6,311.07 ","$6,642.91 ","$7,003.78 ","$7,133.89 "
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,Non-Dual - UIS State-Only,"$6,567.83 ","$6,917.15 ","$7,297.09 ","$11,765.76 "
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,Full-Dual - SIS,"$6,506.26 ","$6,848.36 ","$7,220.39 ","$7,354.52 "
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,Non-Dual - SIS,"$7,463.44 ","$7,860.40 ","$8,292.14 ","$13,370.18 "
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,Full-Dual - UIS Federal,$195.19 ,$205.45 ,$216.61 ,$220.64 
01/2026-12/2026,2026,PACE,Sonoma,AgeWell PACE,Non-Dual - UIS Federal,$895.61 ,$943.25 ,$995.06 ,"$1,604.42 "
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,Full-Dual - UIS State-Only,"$6,996.45 ","$7,364.31 ","$7,764.37 ","$7,815.95 "
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,Non-Dual - UIS State-Only,"$7,297.97 ","$7,686.07 ","$8,108.18 ","$10,561.58 "
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,Full-Dual - SIS,"$7,212.83 ","$7,592.08 ","$8,004.50 ","$8,057.68 "
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,Non-Dual - SIS,"$8,293.15 ","$8,734.17 ","$9,213.84 ","$12,001.80 "
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,Full-Dual - UIS Federal,$216.38 ,$227.76 ,$240.14 ,$241.73 
01/2026-12/2026,2026,PACE,Alameda,WelbeHealth Bay Area,Non-Dual - UIS Federal,$995.18 ,"$1,048.10 ","$1,105.66 ","$1,440.22 "
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,Full-Dual - UIS State-Only,"$6,996.45 ","$7,364.31 ","$7,764.37 ","$7,815.95 "
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,Non-Dual - UIS State-Only,"$7,297.97 ","$7,686.07 ","$8,108.18 ","$10,561.58 "
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,Full-Dual - SIS,"$7,212.83 ","$7,592.08 ","$8,004.50 ","$8,057.68 "
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,Non-Dual - SIS,"$8,293.15 ","$8,734.17 ","$9,213.84 ","$12,001.80 "
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,Full-Dual - UIS Federal,$216.38 ,$227.76 ,$240.14 ,$241.73 
01/2026-12/2026,2026,PACE,Santa Clara,WelbeHealth Bay Area,Non-Dual - UIS Federal,$995.18 ,"$1,048.10 ","$1,105.66 ","$1,440.22 "
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Full-Dual - UIS State-Only,"$5,259.53 ","$5,532.46 ","$5,829.21 ","$6,001.23 "
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Non-Dual - UIS State-Only,"$6,918.82 ","$7,282.50 ","$7,678.00 ","$10,056.91 "
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Full-Dual - SIS,"$5,422.20 ","$5,703.56 ","$6,009.49 ","$6,186.83 "
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Non-Dual - SIS,"$7,862.29 ","$8,275.57 ","$8,725.00 ","$11,428.31 "
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Full-Dual - UIS Federal,$162.67 ,$171.11 ,$180.28 ,$185.61 
01/2026-12/2026,2026,PACE,Riverside,Loma Linda University Health,Non-Dual - UIS Federal,$943.48 ,$993.07 ,"$1,047.00 ","$1,371.40 "
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Full-Dual - UIS State-Only,"$5,259.53 ","$5,532.46 ","$5,829.21 ","$6,001.23 "
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Non-Dual - UIS State-Only,"$6,918.82 ","$7,282.50 ","$7,678.00 ","$10,056.91 "
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Full-Dual - SIS,"$5,422.20 ","$5,703.56 ","$6,009.49 ","$6,186.83 "
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Non-Dual - SIS,"$7,862.29 ","$8,275.57 ","$8,725.00 ","$11,428.31 "
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Full-Dual - UIS Federal,$162.67 ,$171.11 ,$180.28 ,$185.61 
01/2026-12/2026,2026,PACE,San Bernardino,Loma Linda University Health,Non-Dual - UIS Federal,$943.48 ,$993.07 ,"$1,047.00 ","$1,371.40 "
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Full-Dual - UIS State-Only,"$5,150.68 ","$5,417.64 ","$5,707.90 ","$6,119.08 "
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Non-Dual - UIS State-Only,"$6,750.13 ","$7,104.62 ","$7,490.11 ","$8,369.02 "
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Full-Dual - SIS,"$5,309.98 ","$5,585.19 ","$5,884.43 ","$6,308.33 "
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Non-Dual - SIS,"$7,670.61 ","$8,073.43 ","$8,511.49 ","$9,510.25 "
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Full-Dual - UIS Federal,$159.30 ,$167.56 ,$176.53 ,$189.25 
01/2026-12/2026,2026,PACE,Fresno,Valley PACE,Non-Dual - UIS Federal,$920.47 ,$968.81 ,"$1,021.38 ","$1,141.23 "
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Full-Dual - UIS State-Only,"$5,150.68 ","$5,417.64 ","$5,707.90 ","$6,119.08 "
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Non-Dual - UIS State-Only,"$6,750.13 ","$7,104.62 ","$7,490.11 ","$8,369.02 "
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Full-Dual - SIS,"$5,309.98 ","$5,585.19 ","$5,884.43 ","$6,308.33 "
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Non-Dual - SIS,"$7,670.61 ","$8,073.43 ","$8,511.49 ","$9,510.25 "
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Full-Dual - UIS Federal,$159.30 ,$167.56 ,$176.53 ,$189.25 
01/2026-12/2026,2026,PACE,Madera,Valley PACE,Non-Dual - UIS Federal,$920.47 ,$968.81 ,"$1,021.38 ","$1,141.23 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,Full-Dual - UIS State-Only,"$5,337.35 ","$5,614.31 ","$5,915.45 ","$6,001.23 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,Non-Dual - UIS State-Only,"$7,021.19 ","$7,390.25 ","$7,791.60 ","$10,056.91 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,Full-Dual - SIS,"$5,502.42 ","$5,787.95 ","$6,098.41 ","$6,186.83 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,Non-Dual - SIS,"$7,978.62 ","$8,398.01 ","$8,854.09 ","$11,428.31 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,Full-Dual - UIS Federal,$165.07 ,$173.64 ,$182.95 ,$185.61 
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth Inland Empire PACE,Non-Dual - UIS Federal,$957.43 ,"$1,007.76 ","$1,062.49 ","$1,371.40 "
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,Full-Dual - UIS State-Only,"$5,337.35 ","$5,614.31 ","$5,915.45 ","$6,001.23 "
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,Non-Dual - UIS State-Only,"$7,021.19 ","$7,390.25 ","$7,791.60 ","$10,056.91 "
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,Full-Dual - SIS,"$5,502.42 ","$5,787.95 ","$6,098.41 ","$6,186.83 "
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,Non-Dual - SIS,"$7,978.62 ","$8,398.01 ","$8,854.09 ","$11,428.31 "
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,Full-Dual - UIS Federal,$165.07 ,$173.64 ,$182.95 ,$185.61 
01/2026-12/2026,2026,PACE,San Bernardino,WelbeHealth Inland Empire PACE,Non-Dual - UIS Federal,$957.43 ,"$1,007.76 ","$1,062.49 ","$1,371.40 "
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Full-Dual - UIS State-Only,"$5,177.92 ","$5,446.36 ","$5,738.24 ","$6,024.13 "
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Non-Dual - UIS State-Only,"$6,791.92 ","$7,148.66 ","$7,536.61 ","$8,454.71 "
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Full-Dual - SIS,"$5,338.06 ","$5,614.81 ","$5,915.71 ","$6,210.44 "
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Non-Dual - SIS,"$7,718.09 ","$8,123.48 ","$8,564.33 ","$9,607.63 "
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Full-Dual - UIS Federal,$160.14 ,$168.44 ,$177.47 ,$186.31 
01/2026-12/2026,2026,PACE,Kings,Family Health Care Network (FHCN),Non-Dual - UIS Federal,$926.17 ,$974.82 ,"$1,027.72 ","$1,152.92 "
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Full-Dual - UIS State-Only,"$5,177.92 ","$5,446.36 ","$5,738.24 ","$6,024.13 "
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Non-Dual - UIS State-Only,"$6,791.92 ","$7,148.66 ","$7,536.61 ","$8,454.71 "
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Full-Dual - SIS,"$5,338.06 ","$5,614.81 ","$5,915.71 ","$6,210.44 "
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Non-Dual - SIS,"$7,718.09 ","$8,123.48 ","$8,564.33 ","$9,607.63 "
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Full-Dual - UIS Federal,$160.14 ,$168.44 ,$177.47 ,$186.31 
01/2026-12/2026,2026,PACE,Tulare,Family Health Care Network (FHCN),Non-Dual - UIS Federal,$926.17 ,$974.82 ,"$1,027.72 ","$1,152.92 "
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,Full-Dual - UIS State-Only,"$5,264.67 ","$5,537.95 ","$5,835.08 ","$6,402.72 "
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,Non-Dual - UIS State-Only,"$6,929.92 ","$7,294.29 ","$7,690.54 ","$9,120.73 "
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,Full-Dual - SIS,"$5,427.50 ","$5,709.22 ","$6,015.55 ","$6,600.74 "
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,Non-Dual - SIS,"$7,874.91 ","$8,288.96 ","$8,739.25 ","$10,364.47 "
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,Full-Dual - UIS Federal,$162.82 ,$171.28 ,$180.47 ,$198.02 
01/2026-12/2026,2026,PACE,Los Angeles,High Desert PACE,Non-Dual - UIS Federal,$944.99 ,$994.68 ,"$1,048.71 ","$1,243.74 "
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,Full-Dual - UIS State-Only,"$5,264.67 ","$5,537.95 ","$5,835.08 ","$6,402.72 "
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,Non-Dual - UIS State-Only,"$6,929.92 ","$7,294.29 ","$7,690.54 ","$9,120.73 "
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,Full-Dual - SIS,"$5,427.50 ","$5,709.22 ","$6,015.55 ","$6,600.74 "
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,Non-Dual - SIS,"$7,874.91 ","$8,288.96 ","$8,739.25 ","$10,364.47 "
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,Full-Dual - UIS Federal,$162.82 ,$171.28 ,$180.47 ,$198.02 
01/2026-12/2026,2026,PACE,San Bernardino,High Desert PACE,Non-Dual - UIS Federal,$944.99 ,$994.68 ,"$1,048.71 ","$1,243.74 "
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Full-Dual - UIS State-Only,"$4,975.89 ","$5,234.20 ","$5,515.07 ","$6,483.05 "
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Non-Dual - UIS State-Only,"$7,590.80 ","$7,990.89 ","$8,425.99 ","$8,751.78 "
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Full-Dual - SIS,"$5,129.78 ","$5,396.09 ","$5,685.64 ","$6,683.56 "
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Non-Dual - SIS,"$8,625.91 ","$9,080.55 ","$9,574.99 ","$9,945.21 "
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Full-Dual - UIS Federal,$153.89 ,$161.88 ,$170.57 ,$200.51 
01/2026-12/2026,2026,PACE,Los Angeles,Seen Health PACE,Non-Dual - UIS Federal,"$1,035.11 ","$1,089.67 ","$1,149.00 ","$1,193.42 "
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Full-Dual - UIS State-Only,"$4,975.89 ","$5,234.20 ","$5,515.07 ","$6,483.05 "
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Non-Dual - UIS State-Only,"$7,590.80 ","$7,990.89 ","$8,425.99 ","$8,751.78 "
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Full-Dual - SIS,"$5,129.78 ","$5,396.09 ","$5,685.64 ","$6,683.56 "
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Non-Dual - SIS,"$8,625.91 ","$9,080.55 ","$9,574.99 ","$9,945.21 "
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Full-Dual - UIS Federal,$153.89 ,$161.88 ,$170.57 ,$200.51 
01/2026-12/2026,2026,PACE,Los Angeles,Chinatown Service Center PACE,Non-Dual - UIS Federal,"$1,035.11 ","$1,089.67 ","$1,149.00 ","$1,193.42 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,Full-Dual - UIS State-Only,"$5,389.47 ","$5,669.14 ","$5,973.22 ","$6,001.23 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,Non-Dual - UIS State-Only,"$7,089.75 ","$7,462.42 ","$7,867.69 ","$10,056.91 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,Full-Dual - SIS,"$5,556.16 ","$5,844.47 ","$6,157.96 ","$6,186.83 "
01/2026-12/2026,2026,PACE,Riverside,WelbeHealth San Bernardino PACE,Non-Dual - SIS,"$8,056.53 ","$8,480.02 ","$8,940.56 ","$11,428.31 "
